"sample","ratio","condition","amino_acid","batch","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration"
"74",1.6,4.33,"Ile",3,0.05,32,138.56,"TM",100,24,2,176.664,0.784313725490196,0.41580153,415.80153,NA,NA,326.118847058824
"75",1.56,4.33,"Ile",3,0.05,31.2,135.096,"TM",1000,24,2,176.664,0.764705882352941,0.41580153,415.80153,NA,NA,317.965875882353
"76",1.62,4.33,"Ile",3,0.05,32.4,140.292,"T",0,16,2,176.664,0.794117647058824,0.41580153,415.80153,NA,NA,330.195332647059
"77",1.68,4.33,"Ile",3,0.05,33.6,145.488,"T",100,16,2,176.664,0.823529411764706,0.41580153,415.80153,NA,NA,342.424789411765
"78",1.78,4.33,"Ile",3,0.05,35.6,154.148,"T",1000,16,2,176.664,0.872549019607843,0.41580153,415.80153,NA,NA,362.807217352941
"79",1.78,4.33,"Ile",3,0.05,35.6,154.148,"T",0,18,2,176.664,0.872549019607843,0.41580153,415.80153,NA,NA,362.807217352941
"80",1.89,4.33,"Ile",3,0.05,37.8,163.674,"T",100,18,2,176.664,0.926470588235294,0.41580153,415.80153,NA,NA,385.227888088235
"81",2.02,4.33,"Ile",3,0.05,40.4,174.932,"T",1000,18,2,176.664,0.990196078431373,0.41580153,415.80153,NA,NA,411.725044411765
"82",1.65,4.33,"Ile",3,0.05,33,142.89,"T",0,20,2,176.664,0.808823529411765,0.41580153,415.80153,NA,NA,336.310061029412
"83",1.69,4.33,"Ile",3,0.05,33.8,146.354,"T",100,20,2,176.664,0.82843137254902,0.41580153,415.80153,NA,NA,344.463032205882
"84",1.71,4.33,"Ile",3,0.05,34.2,148.086,"T",1000,20,2,176.664,0.838235294117647,0.41580153,415.80153,NA,NA,348.539517794118
"85",1.65,4.33,"Ile",3,0.05,33,142.89,"T",0,22,2,176.664,0.808823529411765,0.41580153,415.80153,NA,NA,336.310061029412
"86",1.79,4.33,"Ile",3,0.05,35.8,155.014,"T",100,22,2,176.664,0.877450980392157,0.41580153,415.80153,NA,NA,364.845460147059
"87",1.6,4.33,"Ile",3,0.05,32,138.56,"T",1000,22,2,176.664,0.784313725490196,0.41580153,415.80153,NA,NA,326.118847058824
"88",1.6,4.33,"Ile",3,0.05,32,138.56,"T",0,24,2,176.664,0.784313725490196,0.41580153,415.80153,NA,NA,326.118847058824
"89",2.07,4.33,"Ile",3,0.05,41.4,179.262,"T",100,24,2,176.664,1.01470588235294,0.41580153,415.80153,NA,NA,421.916258382353
"90",1.58,4.33,"Ile",3,0.05,31.6,136.828,"T",1000,24,2,176.664,0.774509803921569,0.41580153,415.80153,NA,NA,322.042361470588
"91",1.82,4.33,"Ile",3,0.05,36.4,157.612,"M",0,16,2,176.664,0.892156862745098,0.41580153,415.80153,NA,NA,370.960188529412
"92",1.83,4.33,"Ile",3,0.05,36.6,158.478,"M",100,16,2,176.664,0.897058823529412,0.41580153,415.80153,NA,NA,372.998431323529
"93",1.78,4.33,"Ile",3,0.05,35.6,154.148,"M",1000,16,2,176.664,0.872549019607843,0.41580153,415.80153,NA,NA,362.807217352941
"94",1.84,4.33,"Ile",3,0.05,36.8,159.344,"M",0,18,2,176.664,0.901960784313726,0.41580153,415.80153,NA,NA,375.036674117647
"95",1.58,4.33,"Ile",3,0.05,31.6,136.828,"M",100,18,2,176.664,0.774509803921569,0.41580153,415.80153,NA,NA,322.042361470588
"96",2.31,4.33,"Ile",3,0.05,46.2,200.046,"M",1000,18,2,176.664,1.13235294117647,0.41580153,415.80153,NA,NA,470.834085441176
"97",2.16,4.33,"Ile",3,0.05,43.2,187.056,"M",0,20,2,176.664,1.05882352941176,0.41580153,415.80153,NA,NA,440.260443529412
"98",2.12,4.33,"Ile",3,0.05,42.4,183.592,"M",100,20,2,176.664,1.03921568627451,0.41580153,415.80153,NA,NA,432.107472352941
"99",2,4.33,"Ile",3,0.05,40,173.2,"M",1000,20,2,176.664,0.980392156862745,0.41580153,415.80153,NA,NA,407.648558823529
"100",1.76,4.33,"Ile",3,0.05,35.2,152.416,"M",0,22,2,176.664,0.862745098039216,0.41580153,415.80153,NA,NA,358.730731764706
"101",1.65,4.33,"Ile",3,0.05,33,142.89,"M",100,22,2,176.664,0.808823529411765,0.41580153,415.80153,NA,NA,336.310061029412
"102",1.85,4.33,"Ile",3,0.05,37,160.21,"M",1000,22,2,176.664,0.906862745098039,0.41580153,415.80153,NA,NA,377.074916911765
"103",1.72,4.33,"Ile",3,0.05,34.4,148.952,"M",0,24,2,176.664,0.843137254901961,0.41580153,415.80153,NA,NA,350.577760588235
"104",1.73,4.33,"Ile",3,0.05,34.6,149.818,"M",100,24,2,176.664,0.848039215686275,0.41580153,415.80153,NA,NA,352.616003382353
"105",2.08,4.33,"Ile",3,0.05,41.6,180.128,"M",1000,24,2,176.664,1.01960784313725,0.41580153,415.80153,NA,NA,423.954501176471
"106",1.68,4.33,"Ile",3,0.05,33.6,145.488,"E",0,16,2,176.664,0.823529411764706,0.41580153,415.80153,NA,NA,342.424789411765
"107",2.14,4.33,"Ile",3,0.05,42.8,185.324,"E",100,16,2,176.664,1.04901960784314,0.41580153,415.80153,NA,NA,436.183957941176
"108",2.07,4.33,"Ile",3,0.05,41.4,179.262,"E",1000,16,2,176.664,1.01470588235294,0.41580153,415.80153,NA,NA,421.916258382353
"109",1.95,4.33,"Ile",3,0.05,39,168.87,"E",0,18,2,176.664,0.955882352941177,0.41580153,415.80153,NA,NA,397.457344852941
"110",1.93,4.33,"Ile",3,0.05,38.6,167.138,"E",100,18,2,176.664,0.946078431372549,0.41580153,415.80153,NA,NA,393.380859264706
"111",1.69,4.33,"Ile",3,0.05,33.8,146.354,"E",1000,18,2,176.664,0.82843137254902,0.41580153,415.80153,NA,NA,344.463032205882
"112",1.84,4.33,"Ile",3,0.05,36.8,159.344,"E",0,20,2,176.664,0.901960784313726,0.41580153,415.80153,NA,NA,375.036674117647
"113",1.85,4.33,"Ile",3,0.05,37,160.21,"E",100,20,2,176.664,0.906862745098039,0.41580153,415.80153,NA,NA,377.074916911765
"114",1.84,4.33,"Ile",3,0.05,36.8,159.344,"E",1000,20,2,176.664,0.901960784313726,0.41580153,415.80153,NA,NA,375.036674117647
"115",2.52,4.33,"Ile",3,0.05,50.4,218.232,"E",0,22,2,176.664,1.23529411764706,0.41580153,415.80153,NA,NA,513.637184117647
"116",2.23,4.33,"Ile",3,0.05,44.6,193.118,"E",100,22,2,176.664,1.09313725490196,0.41580153,415.80153,NA,NA,454.528143088235
"117",1.94,4.33,"Ile",3,0.05,38.8,168.004,"E",1000,22,2,176.664,0.950980392156863,0.41580153,415.80153,NA,NA,395.419102058824
"118",1.83,4.33,"Ile",3,0.05,36.6,158.478,"E",0,24,2,176.664,0.897058823529412,0.41580153,415.80153,NA,NA,372.998431323529
"119",1.88,4.33,"Ile",3,0.05,37.6,162.808,"E",100,24,2,176.664,0.92156862745098,0.41580153,415.80153,NA,NA,383.189645294118
"120",1.86,4.33,"Ile",3,0.05,37.2,161.076,"E",1000,24,2,176.664,0.911764705882353,0.41580153,415.80153,NA,NA,379.113159705882
"61",1.87,4.29,"Leu",3,0.05,37.4,160.446,"TM",0,16,2,165.165,0.971428571428571,0.45076334,450.76334,NA,NA,437.884387428571
"62",1.62,4.29,"Leu",3,0.05,32.4,138.996,"TM",100,16,2,165.165,0.841558441558442,0.45076334,450.76334,NA,NA,379.343693922078
"63",1.76,4.29,"Leu",3,0.05,35.2,151.008,"TM",1000,16,2,165.165,0.914285714285714,0.45076334,450.76334,NA,NA,412.126482285714
"64",1.5,4.29,"Leu",3,0.05,30,128.7,"TM",0,18,2,165.165,0.779220779220779,0.45076334,450.76334,NA,NA,351.244161038961
"65",1.7,4.29,"Leu",3,0.05,34,145.86,"TM",100,18,2,165.165,0.883116883116883,0.45076334,450.76334,NA,NA,398.076715844156
"66",1.51,4.29,"Leu",3,0.05,30.2,129.558,"TM",1000,18,2,165.165,0.784415584415584,0.45076334,450.76334,NA,NA,353.585788779221
"67",1.43,4.29,"Leu",3,0.05,28.6,122.694,"TM",0,20,2,165.165,0.742857142857143,0.45076334,450.76334,NA,NA,334.852766857143
"68",1.54,4.29,"Leu",3,0.05,30.8,132.132,"TM",100,20,2,165.165,0.8,0.45076334,450.76334,NA,NA,360.610672
"69",1.54,4.29,"Leu",3,0.05,30.8,132.132,"TM",1000,20,2,165.165,0.8,0.45076334,450.76334,NA,NA,360.610672
"70",1.52,4.29,"Leu",3,0.05,30.4,130.416,"TM",0,22,2,165.165,0.78961038961039,0.45076334,450.76334,NA,NA,355.927416519481
"71",1.46,4.29,"Leu",3,0.05,29.2,125.268,"TM",100,22,2,165.165,0.758441558441558,0.45076334,450.76334,NA,NA,341.877650077922
"72",1.47,4.29,"Leu",3,0.05,29.4,126.126,"TM",1000,22,2,165.165,0.763636363636364,0.45076334,450.76334,NA,NA,344.219277818182
"73",1.47,4.29,"Leu",3,0.05,29.4,126.126,"TM",0,24,2,165.165,0.763636363636364,0.45076334,450.76334,NA,NA,344.219277818182
"74",1.41,4.29,"Leu",3,0.05,28.2,120.978,"TM",100,24,2,165.165,0.732467532467532,0.45076334,450.76334,NA,NA,330.169511376623
"75",1.32,4.29,"Leu",3,0.05,26.4,113.256,"TM",1000,24,2,165.165,0.685714285714286,0.45076334,450.76334,NA,NA,309.094861714286
"76",1.45,4.29,"Leu",3,0.05,29,124.41,"T",0,16,2,165.165,0.753246753246753,0.45076334,450.76334,NA,NA,339.536022337662
"77",1.73,4.29,"Leu",3,0.05,34.6,148.434,"T",100,16,2,165.165,0.898701298701299,0.45076334,450.76334,NA,NA,405.101599064935
"78",1.65,4.29,"Leu",3,0.05,33,141.57,"T",1000,16,2,165.165,0.857142857142857,0.45076334,450.76334,NA,NA,386.368577142857
"79",1.44,4.29,"Leu",3,0.05,28.8,123.552,"T",0,18,2,165.165,0.748051948051948,0.45076334,450.76334,NA,NA,337.194394597403
"80",1.62,4.29,"Leu",3,0.05,32.4,138.996,"T",100,18,2,165.165,0.841558441558442,0.45076334,450.76334,NA,NA,379.343693922078
"81",1.79,4.29,"Leu",3,0.05,35.8,153.582,"T",1000,18,2,165.165,0.92987012987013,0.45076334,450.76334,NA,NA,419.151365506494
"82",1.54,4.29,"Leu",3,0.05,30.8,132.132,"T",0,20,2,165.165,0.8,0.45076334,450.76334,NA,NA,360.610672
"83",1.44,4.29,"Leu",3,0.05,28.8,123.552,"T",100,20,2,165.165,0.748051948051948,0.45076334,450.76334,NA,NA,337.194394597403
"84",1.63,4.29,"Leu",3,0.05,32.6,139.854,"T",1000,20,2,165.165,0.846753246753247,0.45076334,450.76334,NA,NA,381.685321662338
"85",1.49,4.29,"Leu",3,0.05,29.8,127.842,"T",0,22,2,165.165,0.774025974025974,0.45076334,450.76334,NA,NA,348.902533298701
"86",1.7,4.29,"Leu",3,0.05,34,145.86,"T",100,22,2,165.165,0.883116883116883,0.45076334,450.76334,NA,NA,398.076715844156
"87",1.37,4.29,"Leu",3,0.05,27.4,117.546,"T",1000,22,2,165.165,0.711688311688312,0.45076334,450.76334,NA,NA,320.803000415585
"88",1.41,4.29,"Leu",3,0.05,28.2,120.978,"T",0,24,2,165.165,0.732467532467532,0.45076334,450.76334,NA,NA,330.169511376623
"89",1.65,4.29,"Leu",3,0.05,33,141.57,"T",100,24,2,165.165,0.857142857142857,0.45076334,450.76334,NA,NA,386.368577142857
"90",1.53,4.29,"Leu",3,0.05,30.6,131.274,"T",1000,24,2,165.165,0.794805194805195,0.45076334,450.76334,NA,NA,358.26904425974
"91",1.76,4.29,"Leu",3,0.05,35.2,151.008,"M",0,16,2,165.165,0.914285714285714,0.45076334,450.76334,NA,NA,412.126482285714
"92",1.69,4.29,"Leu",3,0.05,33.8,145.002,"M",100,16,2,165.165,0.877922077922078,0.45076334,450.76334,NA,NA,395.735088103896
"93",1.6,4.29,"Leu",3,0.05,32,137.28,"M",1000,16,2,165.165,0.831168831168831,0.45076334,450.76334,NA,NA,374.660438441558
"94",1.63,4.29,"Leu",3,0.05,32.6,139.854,"M",0,18,2,165.165,0.846753246753247,0.45076334,450.76334,NA,NA,381.685321662338
"95",1.25,4.29,"Leu",3,0.05,25,107.25,"M",100,18,2,165.165,0.649350649350649,0.45076334,450.76334,NA,NA,292.703467532468
"96",1.85,4.29,"Leu",3,0.05,37,158.73,"M",1000,18,2,165.165,0.961038961038961,0.45076334,450.76334,NA,NA,433.201131948052
"97",1.72,4.29,"Leu",3,0.05,34.4,147.576,"M",0,20,2,165.165,0.893506493506493,0.45076334,450.76334,NA,NA,402.759971324675
"98",1.88,4.29,"Leu",3,0.05,37.6,161.304,"M",100,20,2,165.165,0.976623376623377,0.45076334,450.76334,NA,NA,440.226015168831
"99",1.9,4.29,"Leu",3,0.05,38,163.02,"M",1000,20,2,165.165,0.987012987012987,0.45076334,450.76334,NA,NA,444.909270649351
"100",1.64,4.29,"Leu",3,0.05,32.8,140.712,"M",0,22,2,165.165,0.851948051948052,0.45076334,450.76334,NA,NA,384.026949402597
"101",1.42,4.29,"Leu",3,0.05,28.4,121.836,"M",100,22,2,165.165,0.737662337662338,0.45076334,450.76334,NA,NA,332.511139116883
"102",1.6,4.29,"Leu",3,0.05,32,137.28,"M",1000,22,2,165.165,0.831168831168831,0.45076334,450.76334,NA,NA,374.660438441558
"103",1.72,4.29,"Leu",3,0.05,34.4,147.576,"M",0,24,2,165.165,0.893506493506493,0.45076334,450.76334,NA,NA,402.759971324675
"104",1.42,4.29,"Leu",3,0.05,28.4,121.836,"M",100,24,2,165.165,0.737662337662338,0.45076334,450.76334,NA,NA,332.511139116883
"105",2,4.29,"Leu",3,0.05,40,171.6,"M",1000,24,2,165.165,1.03896103896104,0.45076334,450.76334,NA,NA,468.325548051948
"106",1.73,4.29,"Leu",3,0.05,34.6,148.434,"E",0,16,2,165.165,0.898701298701299,0.45076334,450.76334,NA,NA,405.101599064935
"107",2.14,4.29,"Leu",3,0.05,42.8,183.612,"E",100,16,2,165.165,1.11168831168831,0.45076334,450.76334,NA,NA,501.108336415584
"108",1.84,4.29,"Leu",3,0.05,36.8,157.872,"E",1000,16,2,165.165,0.955844155844156,0.45076334,450.76334,NA,NA,430.859504207792
"109",1.68,4.29,"Leu",3,0.05,33.6,144.144,"E",0,18,2,165.165,0.872727272727273,0.45076334,450.76334,NA,NA,393.393460363636
"110",1.51,4.29,"Leu",3,0.05,30.2,129.558,"E",100,18,2,165.165,0.784415584415584,0.45076334,450.76334,NA,NA,353.585788779221
"111",1.61,4.29,"Leu",3,0.05,32.2,138.138,"E",1000,18,2,165.165,0.836363636363636,0.45076334,450.76334,NA,NA,377.002066181818
"112",1.72,4.29,"Leu",3,0.05,34.4,147.576,"E",0,20,2,165.165,0.893506493506493,0.45076334,450.76334,NA,NA,402.759971324675
"113",1.58,4.29,"Leu",3,0.05,31.6,135.564,"E",100,20,2,165.165,0.820779220779221,0.45076334,450.76334,NA,NA,369.977182961039
"114",1.6,4.29,"Leu",3,0.05,32,137.28,"E",1000,20,2,165.165,0.831168831168831,0.45076334,450.76334,NA,NA,374.660438441558
"115",2.17,4.29,"Leu",3,0.05,43.4,186.186,"E",0,22,2,165.165,1.12727272727273,0.45076334,450.76334,NA,NA,508.133219636364
"116",2,4.29,"Leu",3,0.05,40,171.6,"E",100,22,2,165.165,1.03896103896104,0.45076334,450.76334,NA,NA,468.325548051948
"117",1.76,4.29,"Leu",3,0.05,35.2,151.008,"E",1000,22,2,165.165,0.914285714285714,0.45076334,450.76334,NA,NA,412.126482285714
"118",1.68,4.29,"Leu",3,0.05,33.6,144.144,"E",0,24,2,165.165,0.872727272727273,0.45076334,450.76334,NA,NA,393.393460363636
"119",1.86,4.29,"Leu",3,0.05,37.2,159.588,"E",100,24,2,165.165,0.966233766233766,0.45076334,450.76334,NA,NA,435.542759688312
"120",1.77,4.29,"Leu",3,0.05,35.4,151.866,"E",1000,24,2,165.165,0.91948051948052,0.45076334,450.76334,NA,NA,414.468110025974
"61",1.31,4.64,"Phe",3,0.05,26.2,121.568,"TM",0,16,2,76.8848,1.5811707905854,0.2150303,215.0303,NA,NA,339.999629450815
"62",0.775,4.64,"Phe",3,0.05,15.5,71.92,"TM",100,16,2,76.8848,0.935425467712734,0.2150303,215.0303,NA,NA,201.144818949909
"63",0.795,4.64,"Phe",3,0.05,15.9,73.776,"TM",1000,16,2,76.8848,0.95956547978274,0.2150303,215.0303,NA,NA,206.335652987326
"64",0.769,4.64,"Phe",3,0.05,15.4,71.3632,"TM",0,18,2,76.8848,0.928183464091732,0.2150303,215.0303,NA,NA,199.587568738684
"65",0.691,4.64,"Phe",3,0.05,13.8,64.1248,"TM",100,18,2,76.8848,0.834037417018708,0.2150303,215.0303,NA,NA,179.343315992758
"66",0.748,4.64,"Phe",3,0.05,15,69.4144,"TM",1000,18,2,76.8848,0.902836451418226,0.2150303,215.0303,NA,NA,194.137192999396
"67",0.648,4.64,"Phe",3,0.05,13,60.1344,"TM",0,20,2,76.8848,0.782136391068195,0.2150303,215.0303,NA,NA,168.183022812311
"68",0.667,4.64,"Phe",3,0.05,13.3,61.8976,"TM",100,20,2,76.8848,0.805069402534701,0.2150303,215.0303,NA,NA,173.114315147858
"69",1.02,4.64,"Phe",3,0.05,20.4,94.656,"TM",1000,20,2,76.8848,1.23114061557031,0.2150303,215.0303,NA,NA,264.732535908268
"70",0.825,4.64,"Phe",3,0.05,16.5,76.56,"TM",0,22,2,76.8848,0.995775497887749,0.2150303,215.0303,NA,NA,214.121904043452
"71",0.799,4.64,"Phe",3,0.05,16,74.1472,"TM",100,22,2,76.8848,0.964393482196741,0.2150303,215.0303,NA,NA,207.37381979481
"72",0.766,4.64,"Phe",3,0.05,15.3,71.0848,"TM",1000,22,2,76.8848,0.924562462281231,0.2150303,215.0303,NA,NA,198.808943633072
"73",1.16,4.64,"Phe",3,0.05,23.2,107.648,"TM",0,24,2,76.8848,1.40012070006035,0.2150303,215.0303,NA,NA,301.068374170187
"74",1.18,4.64,"Phe",3,0.05,23.6,109.504,"TM",100,24,2,76.8848,1.42426071213036,0.2150303,215.0303,NA,NA,306.259208207604
"75",0.822,4.64,"Phe",3,0.05,16.4,76.2816,"TM",1000,24,2,76.8848,0.992154496077248,0.2150303,215.0303,NA,NA,213.343278937839
"76",0.793,4.64,"Phe",3,0.05,15.9,73.5904,"T",0,16,2,76.8848,0.957151478575739,0.2150303,215.0303,NA,NA,205.816569583585
"77",0.891,4.64,"Phe",3,0.05,17.8,82.6848,"T",100,16,2,76.8848,1.07543753771877,0.2150303,215.0303,NA,NA,231.251656366928
"78",0.912,4.64,"Phe",3,0.05,18.2,84.6336,"T",1000,16,2,76.8848,1.10078455039228,0.2150303,215.0303,NA,NA,236.702032106216
"79",1.1,4.64,"Phe",3,0.05,22,102.08,"T",0,18,2,76.8848,1.32770066385033,0.2150303,215.0303,NA,NA,285.495872057936
"80",1.23,4.64,"Phe",3,0.05,24.6,114.144,"T",100,18,2,76.8848,1.48461074230537,0.2150303,215.0303,NA,NA,319.236293301147
"81",1.26,4.64,"Phe",3,0.05,25.2,116.928,"T",1000,18,2,76.8848,1.52082076041038,0.2150303,215.0303,NA,NA,327.022544357272
"82",1.27,4.64,"Phe",3,0.05,25.4,117.856,"T",0,20,2,76.8848,1.53289076644538,0.2150303,215.0303,NA,NA,329.617961375981
"83",1.02,4.64,"Phe",3,0.05,20.4,94.656,"T",100,20,2,76.8848,1.23114061557031,0.2150303,215.0303,NA,NA,264.732535908268
"84",1.37,4.64,"Phe",3,0.05,27.4,127.136,"T",1000,20,2,76.8848,1.65359082679541,0.2150303,215.0303,NA,NA,355.572131563066
"85",1.15,4.64,"Phe",3,0.05,23,106.72,"T",0,22,2,76.8848,1.38805069402535,0.2150303,215.0303,NA,NA,298.472957151479
"86",1.31,4.64,"Phe",3,0.05,26.2,121.568,"T",100,22,2,76.8848,1.5811707905854,0.2150303,215.0303,NA,NA,339.999629450815
"87",1.07,4.64,"Phe",3,0.05,21.4,99.296,"T",1000,22,2,76.8848,1.29149064574532,0.2150303,215.0303,NA,NA,277.70962100181
"88",1.33,4.64,"Phe",3,0.05,26.6,123.424,"T",0,24,2,76.8848,1.6053108026554,0.2150303,215.0303,NA,NA,345.190463488232
"89",1.45,4.64,"Phe",3,0.05,29,134.56,"T",100,24,2,76.8848,1.75015087507544,0.2150303,215.0303,NA,NA,376.335467712734
"90",1.22,4.64,"Phe",3,0.05,24.4,113.216,"T",1000,24,2,76.8848,1.47254073627037,0.2150303,215.0303,NA,NA,316.640876282438
"91",2,4.64,"Phe",3,0.05,40,185.6,"M",0,16,2,76.8848,2.4140012070006,0.2150303,215.0303,NA,NA,519.083403741702
"92",0.928,4.64,"Phe",3,0.05,18.6,86.1184,"M",100,16,2,76.8848,1.12009656004828,0.2150303,215.0303,NA,NA,240.85469933615
"93",0.851,4.64,"Phe",3,0.05,17,78.9728,"M",1000,16,2,76.8848,1.02715751357876,0.2150303,215.0303,NA,NA,220.869988292094
"94",0.994,4.64,"Phe",3,0.05,19.9,92.2432,"M",0,18,2,76.8848,1.1997585998793,0.2150303,215.0303,NA,NA,257.984451659626
"95",0.943,4.64,"Phe",3,0.05,18.9,87.5104,"M",100,18,2,76.8848,1.13820156910078,0.2150303,215.0303,NA,NA,244.747824864212
"96",1.8,4.64,"Phe",3,0.05,36,167.04,"M",1000,18,2,76.8848,2.17260108630054,0.2150303,215.0303,NA,NA,467.175063367532
"97",1.7,4.64,"Phe",3,0.05,34,157.76,"M",0,20,2,76.8848,2.05190102595051,0.2150303,215.0303,NA,NA,441.220893180446
"98",1.14,4.64,"Phe",3,0.05,22.8,105.792,"M",100,20,2,76.8848,1.37598068799034,0.2150303,215.0303,NA,NA,295.87754013277
"99",1.35,4.64,"Phe",3,0.05,27,125.28,"M",1000,20,2,76.8848,1.62945081472541,0.2150303,215.0303,NA,NA,350.381297525649
"100",1.93,4.64,"Phe",3,0.05,38.6,179.104,"M",0,22,2,76.8848,2.32951116475558,0.2150303,215.0303,NA,NA,500.915484610742
"101",1.58,4.64,"Phe",3,0.05,31.6,146.624,"M",100,22,2,76.8848,1.90706095353048,0.2150303,215.0303,NA,NA,410.075888955944
"102",1.15,4.64,"Phe",3,0.05,23,106.72,"M",1000,22,2,76.8848,1.38805069402535,0.2150303,215.0303,NA,NA,298.472957151479
"103",1.1,4.64,"Phe",3,0.05,22,102.08,"M",0,24,2,76.8848,1.32770066385033,0.2150303,215.0303,NA,NA,285.495872057936
"104",1.34,4.64,"Phe",3,0.05,26.8,124.352,"M",100,24,2,76.8848,1.6173808086904,0.2150303,215.0303,NA,NA,347.78588050694
"105",1.24,4.64,"Phe",3,0.05,24.8,115.072,"M",1000,24,2,76.8848,1.49668074834037,0.2150303,215.0303,NA,NA,321.831710319855
"106",1.14,4.64,"Phe",3,0.05,22.8,105.792,"E",0,16,2,76.8848,1.37598068799034,0.2150303,215.0303,NA,NA,295.87754013277
"107",2.1,4.64,"Phe",3,0.05,42,194.88,"E",100,16,2,76.8848,2.53470126735063,0.2150303,215.0303,NA,NA,545.037573928787
"108",1.99,4.64,"Phe",3,0.05,39.8,184.672,"E",1000,16,2,76.8848,2.4019312009656,0.2150303,215.0303,NA,NA,516.487986722993
"109",2.06,4.64,"Phe",3,0.05,41.2,191.168,"E",0,18,2,76.8848,2.48642124321062,0.2150303,215.0303,NA,NA,534.655905853953
"110",1.03,4.64,"Phe",3,0.05,20.6,95.584,"E",100,18,2,76.8848,1.24321062160531,0.2150303,215.0303,NA,NA,267.327952926976
"111",1.66,4.64,"Phe",3,0.05,33.2,154.048,"E",1000,18,2,76.8848,2.0036210018105,0.2150303,215.0303,NA,NA,430.839225105613
"112",1.37,4.64,"Phe",3,0.05,27.4,127.136,"E",0,20,2,76.8848,1.65359082679541,0.2150303,215.0303,NA,NA,355.572131563066
"113",1.07,4.64,"Phe",3,0.05,21.4,99.296,"E",100,20,2,76.8848,1.29149064574532,0.2150303,215.0303,NA,NA,277.70962100181
"114",1.24,4.64,"Phe",3,0.05,24.8,115.072,"E",1000,20,2,76.8848,1.49668074834037,0.2150303,215.0303,NA,NA,321.831710319855
"115",2,4.64,"Phe",3,0.05,40,185.6,"E",0,22,2,76.8848,2.4140012070006,0.2150303,215.0303,NA,NA,519.083403741702
"116",1.76,4.64,"Phe",3,0.05,35.2,163.328,"E",100,22,2,76.8848,2.12432106216053,0.2150303,215.0303,NA,NA,456.793395292698
"117",2.08,4.64,"Phe",3,0.05,41.6,193.024,"E",1000,22,2,76.8848,2.51056125528063,0.2150303,215.0303,NA,NA,539.84673989137
"118",1.86,4.64,"Phe",3,0.05,37.2,172.608,"E",0,24,2,76.8848,2.24502112251056,0.2150303,215.0303,NA,NA,482.747565479783
"119",1.91,4.64,"Phe",3,0.05,38.2,177.248,"E",100,24,2,76.8848,2.30537115268558,0.2150303,215.0303,NA,NA,495.724650573325
"120",1.91,4.64,"Phe",3,0.05,38.2,177.248,"E",1000,24,2,76.8848,2.30537115268558,0.2150303,215.0303,NA,NA,495.724650573325
"61",0.569,4.01,"Trp",3,0.05,11.4,45.64984,"TM",0,16,2,41.63182,1.09651319591601,0.04421569,44.21569,NA,NA,48.4830875515315
"62",0.451,4.01,"Trp",3,0.05,9.01,36.1301,"TM",100,16,2,41.63182,0.867848198805625,0.04421569,44.21569,NA,NA,38.3725069254479
"63",0.484,4.01,"Trp",3,0.05,9.68,38.80878,"TM",1000,16,2,41.63182,0.932190329416297,0.04421569,44.21569,NA,NA,41.2174386264689
"64",0.514,4.01,"Trp",3,0.05,10.3,41.19072,"TM",0,18,2,41.63182,0.989404738971297,0.04421569,44.21569,NA,NA,43.7472132228858
"65",0.445,4.01,"Trp",3,0.05,8.9,35.68098,"TM",100,18,2,41.63182,0.857060296667309,0.04421569,44.21569,NA,NA,37.8955123887498
"66",0.468,4.01,"Trp",3,0.05,9.36,37.54964,"TM",1000,18,2,41.63182,0.901945675207089,0.04421569,44.21569,NA,NA,39.8801503717973
"67",0.471,4.01,"Trp",3,0.05,9.43,37.80628,"TM",0,20,2,41.63182,0.908110190714699,0.04421569,44.21569,NA,NA,40.152718678482
"68",0.522,4.01,"Trp",3,0.05,10.4,41.8243,"TM",100,20,2,41.63182,1.00462338663071,0.04421569,44.21569,NA,NA,44.4201162300135
"69",0.477,4.01,"Trp",3,0.05,9.54,38.24738,"TM",1000,20,2,41.63182,0.918705451743402,0.04421569,44.21569,NA,NA,40.6211954555962
"70",0.473,4.01,"Trp",3,0.05,9.46,37.9346,"TM",0,22,2,41.63182,0.911192448468503,0.04421569,44.21569,NA,NA,40.2890028318243
"71",0.46,4.01,"Trp",3,0.05,9.2,36.892,"TM",100,22,2,41.63182,0.88614910421884,0.04421569,44.21569,NA,NA,39.1816940859179
"72",0.506,4.01,"Trp",3,0.05,10.1,40.56516,"TM",1000,22,2,41.63182,0.974378732421499,0.04421569,44.21569,NA,NA,43.0828279753419
"73",0.482,4.01,"Trp",3,0.05,9.64,38.64838,"TM",0,24,2,41.63182,0.928337507224042,0.04421569,44.21569,NA,NA,41.047083434791
"74",0.425,4.01,"Trp",3,0.05,8.49,34.05292,"TM",100,24,2,41.63182,0.817954151415912,0.04421569,44.21569,NA,NA,36.166407193219
"75",0.454,4.01,"Trp",3,0.05,9.09,36.43486,"TM",1000,24,2,41.63182,0.875168560970911,0.04421569,44.21569,NA,NA,38.6961817896359
"76",0.495,4.01,"Trp",3,0.05,9.91,39.72306,"T",0,16,2,41.63182,0.954151415912156,0.04421569,44.21569,NA,NA,42.1884632190329
