"sample","ratio","condition","amino_acid","batch","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration"
"69",4.43,5.13,"Val",3,0.05,88.6,454.518,"TM",1000,20,2,471.447,0.964091403699673,0.4517094,451.7094,NA,NA,435.489149510337
"70",4.51,5.13,"Val",3,0.05,90.2,462.726,"TM",0,22,2,471.447,0.981501632208923,0.4517094,451.7094,NA,NA,443.353513384113
"71",4.69,5.13,"Val",3,0.05,93.8,481.194,"TM",100,22,2,471.447,1.02067464635473,0.4517094,451.7094,NA,NA,461.048332100109
"72",4.58,5.13,"Val",3,0.05,91.6,469.908,"TM",1000,22,2,471.447,0.996735582154516,0.4517094,451.7094,NA,NA,450.234831773667
"73",4.38,5.13,"Val",3,0.05,87.6,449.388,"TM",0,24,2,471.447,0.953210010881393,0.4517094,451.7094,NA,NA,430.573922089227
"74",4.12,5.13,"Val",3,0.05,82.4,422.712,"TM",100,24,2,471.447,0.896626768226333,0.4517094,451.7094,NA,NA,405.014739499456
"75",3.96,5.13,"Val",3,0.05,79.2,406.296,"TM",1000,24,2,471.447,0.861806311207835,0.4517094,451.7094,NA,NA,389.286011751904
"76",4.48,5.13,"Val",3,0.05,89.6,459.648,"T",0,16,2,471.447,0.974972796517954,0.4517094,451.7094,NA,NA,440.404376931447
"77",4.58,5.13,"Val",3,0.05,91.6,469.908,"T",100,16,2,471.447,0.996735582154516,0.4517094,451.7094,NA,NA,450.234831773667
"78",4.66,5.13,"Val",3,0.05,93.2,478.116,"T",1000,16,2,471.447,1.01414581066376,0.4517094,451.7094,NA,NA,458.099195647443
"79",4.39,5.13,"Val",3,0.05,87.8,450.414,"T",0,18,2,471.447,0.955386289445049,0.4517094,451.7094,NA,NA,431.556967573449
"80",4.67,5.13,"Val",3,0.05,93.4,479.142,"T",100,18,2,471.447,1.01632208922742,0.4517094,451.7094,NA,NA,459.082241131665
"81",4.48,5.13,"Val",3,0.05,89.6,459.648,"T",1000,18,2,471.447,0.974972796517954,0.4517094,451.7094,NA,NA,440.404376931447
"82",4.16,5.13,"Val",3,0.05,83.2,426.816,"T",0,20,2,471.447,0.905331882480958,0.4517094,451.7094,NA,NA,408.946921436344
"83",4.09,5.13,"Val",3,0.05,81.8,419.634,"T",100,20,2,471.447,0.890097932535365,0.4517094,451.7094,NA,NA,402.06560304679
"84",4.32,5.13,"Val",3,0.05,86.4,443.232,"T",1000,20,2,471.447,0.940152339499456,0.4517094,451.7094,NA,NA,424.675649183896
"85",3.93,5.13,"Val",3,0.05,78.6,403.218,"T",0,22,2,471.447,0.855277475516866,0.4517094,451.7094,NA,NA,386.336875299238
"86",4.58,5.13,"Val",3,0.05,91.6,469.908,"T",100,22,2,471.447,0.996735582154516,0.4517094,451.7094,NA,NA,450.234831773667
"87",4.31,5.13,"Val",3,0.05,86.2,442.206,"T",1000,22,2,471.447,0.9379760609358,0.4517094,451.7094,NA,NA,423.692603699673
"88",4.21,5.13,"Val",3,0.05,84.2,431.946,"T",0,24,2,471.447,0.916213275299238,0.4517094,451.7094,NA,NA,413.862148857454
"89",4.1,5.13,"Val",3,0.05,82,420.66,"T",100,24,2,471.447,0.892274211099021,0.4517094,451.7094,NA,NA,403.048648531012
"90",4.09,5.13,"Val",3,0.05,81.8,419.634,"T",1000,24,2,471.447,0.890097932535365,0.4517094,451.7094,NA,NA,402.06560304679
"91",4.54,5.13,"Val",3,0.05,90.8,465.804,"M",0,16,2,471.447,0.988030467899891,0.4517094,451.7094,NA,NA,446.302649836779
"92",4.57,5.13,"Val",3,0.05,91.4,468.882,"M",100,16,2,471.447,0.99455930359086,0.4517094,451.7094,NA,NA,449.251786289445
"93",4.11,5.13,"Val",3,0.05,82.2,421.686,"M",1000,16,2,471.447,0.894450489662677,0.4517094,451.7094,NA,NA,404.031694015234
"94",4.53,5.13,"Val",3,0.05,90.6,464.778,"M",0,18,2,471.447,0.985854189336235,0.4517094,451.7094,NA,NA,445.319604352557
"95",3.65,5.13,"Val",3,0.05,73,374.49,"M",100,18,2,471.447,0.794341675734494,0.4517094,451.7094,NA,NA,358.811601741023
"96",4.36,5.13,"Val",3,0.05,87.2,447.336,"M",1000,18,2,471.447,0.948857453754081,0.4517094,451.7094,NA,NA,428.607831120783
"97",4.28,5.13,"Val",3,0.05,85.6,439.128,"M",0,20,2,471.447,0.931447225244831,0.4517094,451.7094,NA,NA,420.743467247008
"98",4.13,5.13,"Val",3,0.05,82.6,423.738,"M",100,20,2,471.447,0.898803046789989,0.4517094,451.7094,NA,NA,405.997784983678
"99",4.35,5.13,"Val",3,0.05,87,446.31,"M",1000,20,2,471.447,0.946681175190424,0.4517094,451.7094,NA,NA,427.624785636561
"100",4.32,5.13,"Val",3,0.05,86.4,443.232,"M",0,22,2,471.447,0.940152339499456,0.4517094,451.7094,NA,NA,424.675649183896
"101",3.9,5.13,"Val",3,0.05,78,400.14,"M",100,22,2,471.447,0.848748639825898,0.4517094,451.7094,NA,NA,383.387738846572
"102",4.37,5.13,"Val",3,0.05,87.4,448.362,"M",1000,22,2,471.447,0.951033732317737,0.4517094,451.7094,NA,NA,429.590876605005
"103",4.16,5.13,"Val",3,0.05,83.2,426.816,"M",0,24,2,471.447,0.905331882480958,0.4517094,451.7094,NA,NA,408.946921436344
"104",3.95,5.13,"Val",3,0.05,79,405.27,"M",100,24,2,471.447,0.859630032644178,0.4517094,451.7094,NA,NA,388.302966267682
"105",4.11,5.13,"Val",3,0.05,82.2,421.686,"M",1000,24,2,471.447,0.894450489662677,0.4517094,451.7094,NA,NA,404.031694015234
"106",4.38,5.13,"Val",3,0.05,87.6,449.388,"E",0,16,2,471.447,0.953210010881393,0.4517094,451.7094,NA,NA,430.573922089227
"107",4.64,5.13,"Val",3,0.05,92.8,476.064,"E",100,16,2,471.447,1.00979325353645,0.4517094,451.7094,NA,NA,456.133104678999
"108",4.56,5.13,"Val",3,0.05,91.2,467.856,"E",1000,16,2,471.447,0.992383025027203,0.4517094,451.7094,NA,NA,448.268740805223
"109",4.45,5.13,"Val",3,0.05,89,456.57,"E",0,18,2,471.447,0.968443960826986,0.4517094,451.7094,NA,NA,437.455240478781
"110",3.98,5.13,"Val",3,0.05,79.6,408.348,"E",100,18,2,471.447,0.866158868335147,0.4517094,451.7094,NA,NA,391.252102720348
"111",3.91,5.13,"Val",3,0.05,78.2,401.166,"E",1000,18,2,471.447,0.850924918389554,0.4517094,451.7094,NA,NA,384.370784330794
"112",4.2,5.13,"Val",3,0.05,84,430.92,"E",0,20,2,471.447,0.914036996735582,0.4517094,451.7094,NA,NA,412.879103373232
"113",4.31,5.13,"Val",3,0.05,86.2,442.206,"E",100,20,2,471.447,0.9379760609358,0.4517094,451.7094,NA,NA,423.692603699673
"114",4.28,5.13,"Val",3,0.05,85.6,439.128,"E",1000,20,2,471.447,0.931447225244831,0.4517094,451.7094,NA,NA,420.743467247008
"115",4.45,5.13,"Val",3,0.05,89,456.57,"E",0,22,2,471.447,0.968443960826986,0.4517094,451.7094,NA,NA,437.455240478781
"116",4.05,5.13,"Val",3,0.05,81,415.53,"E",100,22,2,471.447,0.88139281828074,0.4517094,451.7094,NA,NA,398.133421109902
"117",4.39,5.13,"Val",3,0.05,87.8,450.414,"E",1000,22,2,471.447,0.955386289445049,0.4517094,451.7094,NA,NA,431.556967573449
"118",3.8,5.13,"Val",3,0.05,76,389.88,"E",0,24,2,471.447,0.826985854189336,0.4517094,451.7094,NA,NA,373.557284004353
"119",4.04,5.13,"Val",3,0.05,80.8,414.504,"E",100,24,2,471.447,0.879216539717084,0.4517094,451.7094,NA,NA,397.15037562568
"120",4.18,5.13,"Val",3,0.05,83.6,428.868,"E",1000,24,2,471.447,0.90968443960827,0.4517094,451.7094,NA,NA,410.913012404788
"61",2.83,4.74,"Met",3,0.05,56.6,268.284,"TM",0,16,2,251.694,1.06591337099812,0.11570469,115.70469,NA,NA,123.331176158192
"62",2.38,4.74,"Met",3,0.05,47.6,225.624,"TM",100,16,2,251.694,0.896421845574388,0.11570469,115.70469,NA,NA,103.720211751412
"63",2.9,4.74,"Met",3,0.05,58,274.92,"TM",1000,16,2,251.694,1.09227871939736,0.11570469,115.70469,NA,NA,126.381770621469
"64",2.46,4.74,"Met",3,0.05,49.2,233.208,"TM",0,18,2,251.694,0.926553672316384,0.11570469,115.70469,NA,NA,107.206605423729
"65",2.71,4.74,"Met",3,0.05,54.2,256.908,"TM",100,18,2,251.694,1.02071563088512,0.11570469,115.70469,NA,NA,118.101585649718
"66",2.68,4.74,"Met",3,0.05,53.6,254.064,"TM",1000,18,2,251.694,1.00941619585687,0.11570469,115.70469,NA,NA,116.794188022599
"67",2.53,4.74,"Met",3,0.05,50.6,239.844,"TM",0,20,2,251.694,0.952919020715631,0.11570469,115.70469,NA,NA,110.257199887006
"68",2.56,4.74,"Met",3,0.05,51.2,242.688,"TM",100,20,2,251.694,0.964218455743879,0.11570469,115.70469,NA,NA,111.564597514124
"69",2.45,4.74,"Met",3,0.05,49,232.26,"TM",1000,20,2,251.694,0.922787193973635,0.11570469,115.70469,NA,NA,106.770806214689
"70",2.29,4.74,"Met",3,0.05,45.8,217.092,"TM",0,22,2,251.694,0.862523540489642,0.11570469,115.70469,NA,NA,99.7980188700565
"71",2.35,4.74,"Met",3,0.05,47,222.78,"TM",100,22,2,251.694,0.885122410546139,0.11570469,115.70469,NA,NA,102.412814124294
"72",2.53,4.74,"Met",3,0.05,50.6,239.844,"TM",1000,22,2,251.694,0.952919020715631,0.11570469,115.70469,NA,NA,110.257199887006
"73",2.43,4.74,"Met",3,0.05,48.6,230.364,"TM",0,24,2,251.694,0.915254237288136,0.11570469,115.70469,NA,NA,105.89920779661
"74",2.01,4.74,"Met",3,0.05,40.2,190.548,"TM",100,24,2,251.694,0.757062146892655,0.11570469,115.70469,NA,NA,87.5956410169491
"75",2.41,4.74,"Met",3,0.05,48.2,228.468,"TM",1000,24,2,251.694,0.907721280602636,0.11570469,115.70469,NA,NA,105.027609378531
"76",2.37,4.74,"Met",3,0.05,47.4,224.676,"T",0,16,2,251.694,0.892655367231638,0.11570469,115.70469,NA,NA,103.284412542373
"77",2.64,4.74,"Met",3,0.05,52.8,250.272,"T",100,16,2,251.694,0.994350282485876,0.11570469,115.70469,NA,NA,115.050991186441
"78",2.51,4.74,"Met",3,0.05,50.2,237.948,"T",1000,16,2,251.694,0.945386064030132,0.11570469,115.70469,NA,NA,109.385601468927
"79",2.55,4.74,"Met",3,0.05,51,241.74,"T",0,18,2,251.694,0.96045197740113,0.11570469,115.70469,NA,NA,111.128798305085
"80",2.62,4.74,"Met",3,0.05,52.4,248.376,"T",100,18,2,251.694,0.986817325800377,0.11570469,115.70469,NA,NA,114.179392768362
"81",2.61,4.74,"Met",3,0.05,52.2,247.428,"T",1000,18,2,251.694,0.983050847457627,0.11570469,115.70469,NA,NA,113.743593559322
"82",2.29,4.74,"Met",3,0.05,45.8,217.092,"T",0,20,2,251.694,0.862523540489642,0.11570469,115.70469,NA,NA,99.7980188700565
"83",2.33,4.74,"Met",3,0.05,46.6,220.884,"T",100,20,2,251.694,0.87758945386064,0.11570469,115.70469,NA,NA,101.541215706215
"84",2.4,4.74,"Met",3,0.05,48,227.52,"T",1000,20,2,251.694,0.903954802259887,0.11570469,115.70469,NA,NA,104.591810169492
"85",2.31,4.74,"Met",3,0.05,46.2,218.988,"T",0,22,2,251.694,0.870056497175141,0.11570469,115.70469,NA,NA,100.669617288136
"86",2.45,4.74,"Met",3,0.05,49,232.26,"T",100,22,2,251.694,0.922787193973635,0.11570469,115.70469,NA,NA,106.770806214689
"87",2.33,4.74,"Met",3,0.05,46.6,220.884,"T",1000,22,2,251.694,0.87758945386064,0.11570469,115.70469,NA,NA,101.541215706215
"88",2.26,4.74,"Met",3,0.05,45.2,214.248,"T",0,24,2,251.694,0.851224105461393,0.11570469,115.70469,NA,NA,98.4906212429378
"89",2.45,4.74,"Met",3,0.05,49,232.26,"T",100,24,2,251.694,0.922787193973635,0.11570469,115.70469,NA,NA,106.770806214689
"90",2.21,4.74,"Met",3,0.05,44.2,209.508,"T",1000,24,2,251.694,0.832391713747646,0.11570469,115.70469,NA,NA,96.3116251977401
"91",2.35,4.74,"Met",3,0.05,47,222.78,"M",0,16,2,251.694,0.885122410546139,0.11570469,115.70469,NA,NA,102.412814124294
"92",2.2,4.74,"Met",3,0.05,44,208.56,"M",100,16,2,251.694,0.828625235404896,0.11570469,115.70469,NA,NA,95.8758259887006
"93",2.33,4.74,"Met",3,0.05,46.6,220.884,"M",1000,16,2,251.694,0.87758945386064,0.11570469,115.70469,NA,NA,101.541215706215
"94",2.47,4.74,"Met",3,0.05,49.4,234.156,"M",0,18,2,251.694,0.930320150659134,0.11570469,115.70469,NA,NA,107.642404632768
"95",2.16,4.74,"Met",3,0.05,43.2,204.768,"M",100,18,2,251.694,0.813559322033898,0.11570469,115.70469,NA,NA,94.1326291525424
"96",2.73,4.74,"Met",3,0.05,54.6,258.804,"M",1000,18,2,251.694,1.02824858757062,0.11570469,115.70469,NA,NA,118.973184067797
"97",2.57,4.74,"Met",3,0.05,51.4,243.636,"M",0,20,2,251.694,0.967984934086629,0.11570469,115.70469,NA,NA,112.000396723164
"98",2.32,4.74,"Met",3,0.05,46.4,219.936,"M",100,20,2,251.694,0.873822975517891,0.11570469,115.70469,NA,NA,101.105416497175
"99",2.37,4.74,"Met",3,0.05,47.4,224.676,"M",1000,20,2,251.694,0.892655367231638,0.11570469,115.70469,NA,NA,103.284412542373
"100",2.35,4.74,"Met",3,0.05,47,222.78,"M",0,22,2,251.694,0.885122410546139,0.11570469,115.70469,NA,NA,102.412814124294
"101",2.19,4.74,"Met",3,0.05,43.8,207.612,"M",100,22,2,251.694,0.824858757062147,0.11570469,115.70469,NA,NA,95.440026779661
"102",2.29,4.74,"Met",3,0.05,45.8,217.092,"M",1000,22,2,251.694,0.862523540489642,0.11570469,115.70469,NA,NA,99.7980188700565
"103",2.19,4.74,"Met",3,0.05,43.8,207.612,"M",0,24,2,251.694,0.824858757062147,0.11570469,115.70469,NA,NA,95.440026779661
"104",2.17,4.74,"Met",3,0.05,43.4,205.716,"M",100,24,2,251.694,0.817325800376648,0.11570469,115.70469,NA,NA,94.5684283615819
"105",2.35,4.74,"Met",3,0.05,47,222.78,"M",1000,24,2,251.694,0.885122410546139,0.11570469,115.70469,NA,NA,102.412814124294
"106",2.56,4.74,"Met",3,0.05,51.2,242.688,"E",0,16,2,251.694,0.964218455743879,0.11570469,115.70469,NA,NA,111.564597514124
"107",2.55,4.74,"Met",3,0.05,51,241.74,"E",100,16,2,251.694,0.96045197740113,0.11570469,115.70469,NA,NA,111.128798305085
"108",2.43,4.74,"Met",3,0.05,48.6,230.364,"E",1000,16,2,251.694,0.915254237288136,0.11570469,115.70469,NA,NA,105.89920779661
"109",2.32,4.74,"Met",3,0.05,46.4,219.936,"E",0,18,2,251.694,0.873822975517891,0.11570469,115.70469,NA,NA,101.105416497175
"110",2.25,4.74,"Met",3,0.05,45,213.3,"E",100,18,2,251.694,0.847457627118644,0.11570469,115.70469,NA,NA,98.0548220338983
"111",2.26,4.74,"Met",3,0.05,45.2,214.248,"E",1000,18,2,251.694,0.851224105461393,0.11570469,115.70469,NA,NA,98.4906212429378
"112",2.59,4.74,"Met",3,0.05,51.8,245.532,"E",0,20,2,251.694,0.975517890772128,0.11570469,115.70469,NA,NA,112.871995141243
"113",2.37,4.74,"Met",3,0.05,47.4,224.676,"E",100,20,2,251.694,0.892655367231638,0.11570469,115.70469,NA,NA,103.284412542373
"114",2.53,4.74,"Met",3,0.05,50.6,239.844,"E",1000,20,2,251.694,0.952919020715631,0.11570469,115.70469,NA,NA,110.257199887006
"115",2.3,4.74,"Met",3,0.05,46,218.04,"E",0,22,2,251.694,0.866290018832392,0.11570469,115.70469,NA,NA,100.233818079096
"116",2.42,4.74,"Met",3,0.05,48.4,229.416,"E",100,22,2,251.694,0.911487758945386,0.11570469,115.70469,NA,NA,105.463408587571
"117",2.4,4.74,"Met",3,0.05,48,227.52,"E",1000,22,2,251.694,0.903954802259887,0.11570469,115.70469,NA,NA,104.591810169492
"118",2.25,4.74,"Met",3,0.05,45,213.3,"E",0,24,2,251.694,0.847457627118644,0.11570469,115.70469,NA,NA,98.0548220338983
"119",2.35,4.74,"Met",3,0.05,47,222.78,"E",100,24,2,251.694,0.885122410546139,0.11570469,115.70469,NA,NA,102.412814124294
"120",2.45,4.74,"Met",3,0.05,49,232.26,"E",1000,24,2,251.694,0.922787193973635,0.11570469,115.70469,NA,NA,106.770806214689
"61",2.29,4.77,"Tyr",3,0.05,45.8,218.466,"TM",0,16,2,197.955,1.10361445783133,0.21375479,213.75479,NA,NA,235.902876674699
"62",2.32,4.77,"Tyr",3,0.05,46.4,221.328,"TM",100,16,2,197.955,1.11807228915663,0.21375479,213.75479,NA,NA,238.993307373494
"63",2.24,4.77,"Tyr",3,0.05,44.8,213.696,"TM",1000,16,2,197.955,1.07951807228916,0.21375479,213.75479,NA,NA,230.752158843374
"64",2.04,4.77,"Tyr",3,0.05,40.8,194.616,"TM",0,18,2,197.955,0.983132530120482,0.21375479,213.75479,NA,NA,210.149287518072
"65",2.26,4.77,"Tyr",3,0.05,45.2,215.604,"TM",100,18,2,197.955,1.08915662650602,0.21375479,213.75479,NA,NA,232.812445975904
"66",2.17,4.77,"Tyr",3,0.05,43.4,207.018,"TM",1000,18,2,197.955,1.04578313253012,0.21375479,213.75479,NA,NA,223.541153879518
"67",2.2,4.77,"Tyr",3,0.05,44,209.88,"TM",0,20,2,197.955,1.06024096385542,0.21375479,213.75479,NA,NA,226.631584578313
"68",2.17,4.77,"Tyr",3,0.05,43.4,207.018,"TM",100,20,2,197.955,1.04578313253012,0.21375479,213.75479,NA,NA,223.541153879518
"69",2.13,4.77,"Tyr",3,0.05,42.6,203.202,"TM",1000,20,2,197.955,1.02650602409639,0.21375479,213.75479,NA,NA,219.420579614458
"70",2.15,4.77,"Tyr",3,0.05,43,205.11,"TM",0,22,2,197.955,1.03614457831325,0.21375479,213.75479,NA,NA,221.480866746988
"71",2.05,4.77,"Tyr",3,0.05,41,195.57,"TM",100,22,2,197.955,0.987951807228916,0.21375479,213.75479,NA,NA,211.179431084337
"72",2.22,4.77,"Tyr",3,0.05,44.4,211.788,"TM",1000,22,2,197.955,1.06987951807229,0.21375479,213.75479,NA,NA,228.691871710843
"73",2.21,4.77,"Tyr",3,0.05,44.2,210.834,"TM",0,24,2,197.955,1.06506024096386,0.21375479,213.75479,NA,NA,227.661728144578
"74",1.98,4.77,"Tyr",3,0.05,39.6,188.892,"TM",100,24,2,197.955,0.95421686746988,0.21375479,213.75479,NA,NA,203.968426120482
"75",2.07,4.77,"Tyr",3,0.05,41.4,197.478,"TM",1000,24,2,197.955,0.997590361445783,0.21375479,213.75479,NA,NA,213.239718216868
"76",1.97,4.77,"Tyr",3,0.05,39.4,187.938,"T",0,16,2,197.955,0.949397590361446,0.21375479,213.75479,NA,NA,202.938282554217
"77",2.37,4.77,"Tyr",3,0.05,47.4,226.098,"T",100,16,2,197.955,1.1421686746988,0.21375479,213.75479,NA,NA,244.144025204819
"78",2.14,4.77,"Tyr",3,0.05,42.8,204.156,"T",1000,16,2,197.955,1.03132530120482,0.21375479,213.75479,NA,NA,220.450723180723
"79",2.07,4.77,"Tyr",3,0.05,41.4,197.478,"T",0,18,2,197.955,0.997590361445783,0.21375479,213.75479,NA,NA,213.239718216868
"80",2.32,4.77,"Tyr",3,0.05,46.4,221.328,"T",100,18,2,197.955,1.11807228915663,0.21375479,213.75479,NA,NA,238.993307373494
"81",2.12,4.77,"Tyr",3,0.05,42.4,202.248,"T",1000,18,2,197.955,1.02168674698795,0.21375479,213.75479,NA,NA,218.390436048193
"82",1.94,4.77,"Tyr",3,0.05,38.8,185.076,"T",0,20,2,197.955,0.934939759036145,0.21375479,213.75479,NA,NA,199.847851855422
"83",1.91,4.77,"Tyr",3,0.05,38.2,182.214,"T",100,20,2,197.955,0.920481927710843,0.21375479,213.75479,NA,NA,196.757421156627
"84",2.07,4.77,"Tyr",3,0.05,41.4,197.478,"T",1000,20,2,197.955,0.997590361445783,0.21375479,213.75479,NA,NA,213.239718216868
"85",1.92,4.77,"Tyr",3,0.05,38.4,183.168,"T",0,22,2,197.955,0.925301204819277,0.21375479,213.75479,NA,NA,197.787564722892
"86",2.17,4.77,"Tyr",3,0.05,43.4,207.018,"T",100,22,2,197.955,1.04578313253012,0.21375479,213.75479,NA,NA,223.541153879518
"87",2.05,4.77,"Tyr",3,0.05,41,195.57,"T",1000,22,2,197.955,0.987951807228916,0.21375479,213.75479,NA,NA,211.179431084337
"88",1.97,4.77,"Tyr",3,0.05,39.4,187.938,"T",0,24,2,197.955,0.949397590361446,0.21375479,213.75479,NA,NA,202.938282554217
"89",1.87,4.77,"Tyr",3,0.05,37.4,178.398,"T",100,24,2,197.955,0.901204819277108,0.21375479,213.75479,NA,NA,192.636846891566
"90",1.91,4.77,"Tyr",3,0.05,38.2,182.214,"T",1000,24,2,197.955,0.920481927710843,0.21375479,213.75479,NA,NA,196.757421156627
"91",2.14,4.77,"Tyr",3,0.05,42.8,204.156,"M",0,16,2,197.955,1.03132530120482,0.21375479,213.75479,NA,NA,220.450723180723
"92",1.9,4.77,"Tyr",3,0.05,38,181.26,"M",100,16,2,197.955,0.91566265060241,0.21375479,213.75479,NA,NA,195.727277590361
"93",1.93,4.77,"Tyr",3,0.05,38.6,184.122,"M",1000,16,2,197.955,0.930120481927711,0.21375479,213.75479,NA,NA,198.817708289157
"94",2.05,4.77,"Tyr",3,0.05,41,195.57,"M",0,18,2,197.955,0.987951807228916,0.21375479,213.75479,NA,NA,211.179431084337
"95",1.84,4.77,"Tyr",3,0.05,36.8,175.536,"M",100,18,2,197.955,0.886746987951807,0.21375479,213.75479,NA,NA,189.546416192771
"96",2.19,4.77,"Tyr",3,0.05,43.8,208.926,"M",1000,18,2,197.955,1.05542168674699,0.21375479,213.75479,NA,NA,225.601441012048
"97",2.04,4.77,"Tyr",3,0.05,40.8,194.616,"M",0,20,2,197.955,0.983132530120482,0.21375479,213.75479,NA,NA,210.149287518072
"98",2.07,4.77,"Tyr",3,0.05,41.4,197.478,"M",100,20,2,197.955,0.997590361445783,0.21375479,213.75479,NA,NA,213.239718216868
"99",2.1,4.77,"Tyr",3,0.05,42,200.34,"M",1000,20,2,197.955,1.01204819277108,0.21375479,213.75479,NA,NA,216.330148915663
"100",2.05,4.77,"Tyr",3,0.05,41,195.57,"M",0,22,2,197.955,0.987951807228916,0.21375479,213.75479,NA,NA,211.179431084337
"101",2.04,4.77,"Tyr",3,0.05,40.8,194.616,"M",100,22,2,197.955,0.983132530120482,0.21375479,213.75479,NA,NA,210.149287518072
"102",2.03,4.77,"Tyr",3,0.05,40.6,193.662,"M",1000,22,2,197.955,0.978313253012048,0.21375479,213.75479,NA,NA,209.119143951807
"103",2.08,4.77,"Tyr",3,0.05,41.6,198.432,"M",0,24,2,197.955,1.00240963855422,0.21375479,213.75479,NA,NA,214.269861783133
"104",1.81,4.77,"Tyr",3,0.05,36.2,172.674,"M",100,24,2,197.955,0.872289156626506,0.21375479,213.75479,NA,NA,186.455985493976
"105",1.93,4.77,"Tyr",3,0.05,38.6,184.122,"M",1000,24,2,197.955,0.930120481927711,0.21375479,213.75479,NA,NA,198.817708289157
"106",2.06,4.77,"Tyr",3,0.05,41.2,196.524,"E",0,16,2,197.955,0.99277108433735,0.21375479,213.75479,NA,NA,212.209574650602
"107",2.12,4.77,"Tyr",3,0.05,42.4,202.248,"E",100,16,2,197.955,1.02168674698795,0.21375479,213.75479,NA,NA,218.390436048193
"108",2.22,4.77,"Tyr",3,0.05,44.4,211.788,"E",1000,16,2,197.955,1.06987951807229,0.21375479,213.75479,NA,NA,228.691871710843
"109",2.03,4.77,"Tyr",3,0.05,40.6,193.662,"E",0,18,2,197.955,0.978313253012048,0.21375479,213.75479,NA,NA,209.119143951807
"110",2.03,4.77,"Tyr",3,0.05,40.6,193.662,"E",100,18,2,197.955,0.978313253012048,0.21375479,213.75479,NA,NA,209.119143951807
"111",1.92,4.77,"Tyr",3,0.05,38.4,183.168,"E",1000,18,2,197.955,0.925301204819277,0.21375479,213.75479,NA,NA,197.787564722892
"112",1.94,4.77,"Tyr",3,0.05,38.8,185.076,"E",0,20,2,197.955,0.934939759036145,0.21375479,213.75479,NA,NA,199.847851855422
"113",1.99,4.77,"Tyr",3,0.05,39.8,189.846,"E",100,20,2,197.955,0.959036144578313,0.21375479,213.75479,NA,NA,204.998569686747
"114",1.9,4.77,"Tyr",3,0.05,38,181.26,"E",1000,20,2,197.955,0.91566265060241,0.21375479,213.75479,NA,NA,195.727277590361
"115",2.08,4.77,"Tyr",3,0.05,41.6,198.432,"E",0,22,2,197.955,1.00240963855422,0.21375479,213.75479,NA,NA,214.269861783133
"116",1.96,4.77,"Tyr",3,0.05,39.2,186.984,"E",100,22,2,197.955,0.944578313253012,0.21375479,213.75479,NA,NA,201.908138987952
"117",2.08,4.77,"Tyr",3,0.05,41.6,198.432,"E",1000,22,2,197.955,1.00240963855422,0.21375479,213.75479,NA,NA,214.269861783133
"118",1.84,4.77,"Tyr",3,0.05,36.8,175.536,"E",0,24,2,197.955,0.886746987951807,0.21375479,213.75479,NA,NA,189.546416192771
"119",1.94,4.77,"Tyr",3,0.05,38.8,185.076,"E",100,24,2,197.955,0.934939759036145,0.21375479,213.75479,NA,NA,199.847851855422
"120",1.92,4.77,"Tyr",3,0.05,38.4,183.168,"E",1000,24,2,197.955,0.925301204819277,0.21375479,213.75479,NA,NA,197.787564722892
"61",2.17,4.33,"Ile",3,0.05,43.4,187.922,"TM",0,16,2,176.664,1.06372549019608,0.41580153,415.80153,NA,NA,442.298686323529
"62",1.8,4.33,"Ile",3,0.05,36,155.88,"TM",100,16,2,176.664,0.882352941176471,0.41580153,415.80153,NA,NA,366.883702941176
"63",1.94,4.33,"Ile",3,0.05,38.8,168.004,"TM",1000,16,2,176.664,0.950980392156863,0.41580153,415.80153,NA,NA,395.419102058824
"64",1.7,4.33,"Ile",3,0.05,34,147.22,"TM",0,18,2,176.664,0.833333333333333,0.41580153,415.80153,NA,NA,346.501275
"65",1.68,4.33,"Ile",3,0.05,33.6,145.488,"TM",100,18,2,176.664,0.823529411764706,0.41580153,415.80153,NA,NA,342.424789411765
"66",1.65,4.33,"Ile",3,0.05,33,142.89,"TM",1000,18,2,176.664,0.808823529411765,0.41580153,415.80153,NA,NA,336.310061029412
"67",1.43,4.33,"Ile",3,0.05,28.6,123.838,"TM",0,20,2,176.664,0.700980392156863,0.41580153,415.80153,NA,NA,291.468719558824
"68",1.62,4.33,"Ile",3,0.05,32.4,140.292,"TM",100,20,2,176.664,0.794117647058824,0.41580153,415.80153,NA,NA,330.195332647059
"69",1.6,4.33,"Ile",3,0.05,32,138.56,"TM",1000,20,2,176.664,0.784313725490196,0.41580153,415.80153,NA,NA,326.118847058824
"70",1.68,4.33,"Ile",3,0.05,33.6,145.488,"TM",0,22,2,176.664,0.823529411764706,0.41580153,415.80153,NA,NA,342.424789411765
"71",1.41,4.33,"Ile",3,0.05,28.2,122.106,"TM",100,22,2,176.664,0.691176470588235,0.41580153,415.80153,NA,NA,287.392233970588
"72",1.67,4.33,"Ile",3,0.05,33.4,144.622,"TM",1000,22,2,176.664,0.818627450980392,0.41580153,415.80153,NA,NA,340.386546617647
"73",1.65,4.33,"Ile",3,0.05,33,142.89,"TM",0,24,2,176.664,0.808823529411765,0.41580153,415.80153,NA,NA,336.310061029412
